Service Date,Report Time,Route,Service Week,Down,Spares,Training,Not in Service,Total Bus Fleet,Spares %,Down %,Training %,Not in Service %
2023-08-11,Pull-out AM (6 AM-7 AM),EM-LP,Friday,20.0,14.0,0.0,0.0,73,0.1917808219178082,0.273972602739726,0.0,0.0
2023-08-11,Pull-out AM (6 AM-7 AM),GT-US,Friday,20.0,14.0,0.0,0.0,73,0.1917808219178082,0.273972602739726,0.0,0.0
2023-08-11,Pull-out AM (6 AM-7 AM),NMS,Friday,20.0,14.0,0.0,0.0,73,0.1917808219178082,0.273972602739726,0.0,0.0
2023-08-11,Pull-out AM (6 AM-7 AM),RS-DP,Friday,20.0,14.0,0.0,0.0,73,0.1917808219178082,0.273972602739726,0.0,0.0
2023-08-11,Pull-out AM (6 AM-7 AM),WP-AM,Friday,20.0,14.0,0.0,0.0,73,0.1917808219178082,0.273972602739726,0.0,0.0
2023-08-12,AM Service Delivery (7 AM-9 AM),CH-US,Saturday,19.0,4.0,1.0,0.0,73,0.0547945205479452,0.2602739726027397,0.0136986301369863,0.0
2023-08-12,AM Service Delivery (7 AM-9 AM),EM-LP,Saturday,19.0,4.0,1.0,0.0,73,0.0547945205479452,0.2602739726027397,0.0136986301369863,0.0
2023-08-12,AM Service Delivery (7 AM-9 AM),GT-US,Saturday,19.0,4.0,1.0,0.0,73,0.0547945205479452,0.2602739726027397,0.0136986301369863,0.0
2023-08-12,AM Service Delivery (7 AM-9 AM),NMS,Saturday,19.0,4.0,1.0,0.0,73,0.0547945205479452,0.2602739726027397,0.0136986301369863,0.0
2023-08-12,AM Service Delivery (7 AM-9 AM),RS-DP,Saturday,19.0,4.0,1.0,0.0,73,0.0547945205479452,0.2602739726027397,0.0136986301369863,0.0
2023-08-12,AM Service Delivery (7 AM-9 AM),WP-AM,Saturday,19.0,4.0,1.0,0.0,73,0.0547945205479452,0.2602739726027397,0.0136986301369863,0.0
2023-08-12,Night Service Delivery (9 PM onwards),CH-US,Saturday,21.0,5.0,0.0,0.0,73,0.0684931506849315,0.2876712328767123,0.0,0.0
2023-08-12,Night Service Delivery (9 PM onwards),EM-LP,Saturday,21.0,5.0,0.0,0.0,73,0.0684931506849315,0.2876712328767123,0.0,0.0
2023-08-12,Night Service Delivery (9 PM onwards),GT-US,Saturday,21.0,5.0,0.0,0.0,73,0.0684931506849315,0.2876712328767123,0.0,0.0
2023-08-12,Night Service Delivery (9 PM onwards),NMS,Saturday,21.0,5.0,0.0,0.0,73,0.0684931506849315,0.2876712328767123,0.0,0.0
2023-08-12,Night Service Delivery (9 PM onwards),RS-DP,Saturday,21.0,5.0,0.0,0.0,73,0.0684931506849315,0.2876712328767123,0.0,0.0
2023-08-12,Night Service Delivery (9 PM onwards),WP-AM,Saturday,21.0,5.0,0.0,0.0,73,0.0684931506849315,0.2876712328767123,0.0,0.0
2023-08-12,Operations Report,CH-US,Saturday,18.0,2.0,0.0,9.0,73,0.0273972602739726,0.2465753424657534,0.0,0.1232876712328767
2023-08-12,Operations Report,EM-LP,Saturday,18.0,2.0,0.0,9.0,73,0.0273972602739726,0.2465753424657534,0.0,0.1232876712328767
2023-08-12,Operations Report,GT-US,Saturday,18.0,2.0,0.0,9.0,73,0.0273972602739726,0.2465753424657534,0.0,0.1232876712328767
2023-08-12,Operations Report,NMS,Saturday,18.0,2.0,0.0,9.0,73,0.0273972602739726,0.2465753424657534,0.0,0.1232876712328767
2023-08-12,Operations Report,RS-DP,Saturday,18.0,2.0,0.0,9.0,73,0.0273972602739726,0.2465753424657534,0.0,0.1232876712328767
2023-08-12,Operations Report,WP-AM,Saturday,18.0,2.0,0.0,9.0,73,0.0273972602739726,0.2465753424657534,0.0,0.1232876712328767
2023-08-12,PM Service Delivery (3 PM-5 PM),CH-US,Saturday,21.0,0.0,0.0,0.0,73,0.0,0.2876712328767123,0.0,0.0
2023-08-12,PM Service Delivery (3 PM-5 PM),EM-LP,Saturday,21.0,0.0,0.0,0.0,73,0.0,0.2876712328767123,0.0,0.0
2023-08-12,PM Service Delivery (3 PM-5 PM),GT-US,Saturday,21.0,0.0,0.0,0.0,73,0.0,0.2876712328767123,0.0,0.0
2023-08-12,PM Service Delivery (3 PM-5 PM),NMS,Saturday,21.0,0.0,0.0,0.0,73,0.0,0.2876712328767123,0.0,0.0
2023-08-12,PM Service Delivery (3 PM-5 PM),RS-DP,Saturday,21.0,0.0,0.0,0.0,73,0.0,0.2876712328767123,0.0,0.0
2023-08-12,PM Service Delivery (3 PM-5 PM),WP-AM,Saturday,21.0,0.0,0.0,0.0,73,0.0,0.2876712328767123,0.0,0.0
2023-08-12,Pull-out AM (6 AM-7 AM),CH-US,Saturday,22.0,6.0,0.0,0.0,73,0.0821917808219178,0.3013698630136986,0.0,0.0
2023-08-12,Pull-out AM (6 AM-7 AM),EM-LP,Saturday,22.0,6.0,0.0,0.0,73,0.0821917808219178,0.3013698630136986,0.0,0.0
2023-08-12,Pull-out AM (6 AM-7 AM),GT-US,Saturday,22.0,6.0,0.0,0.0,73,0.0821917808219178,0.3013698630136986,0.0,0.0
2023-08-12,Pull-out AM (6 AM-7 AM),NMS,Saturday,22.0,6.0,0.0,0.0,73,0.0821917808219178,0.3013698630136986,0.0,0.0
2023-08-12,Pull-out AM (6 AM-7 AM),RS-DP,Saturday,22.0,6.0,0.0,0.0,73,0.0821917808219178,0.3013698630136986,0.0,0.0
2023-08-12,Pull-out AM (6 AM-7 AM),WP-AM,Saturday,22.0,6.0,0.0,0.0,73,0.0821917808219178,0.3013698630136986,0.0,0.0
2023-08-13,AM Service Delivery (7 AM-9 AM),CH-US,Sunday,23.0,8.0,0.0,0.0,73,0.1095890410958904,0.3150684931506849,0.0,0.0
2023-08-13,AM Service Delivery (7 AM-9 AM),EM-LP,Sunday,23.0,8.0,0.0,0.0,73,0.1095890410958904,0.3150684931506849,0.0,0.0
2023-08-13,AM Service Delivery (7 AM-9 AM),GT-US,Sunday,23.0,8.0,0.0,0.0,73,0.1095890410958904,0.3150684931506849,0.0,0.0
2023-08-13,AM Service Delivery (7 AM-9 AM),NMS,Sunday,23.0,8.0,0.0,0.0,73,0.1095890410958904,0.3150684931506849,0.0,0.0
2023-08-13,AM Service Delivery (7 AM-9 AM),RS-DP,Sunday,23.0,8.0,0.0,0.0,73,0.1095890410958904,0.3150684931506849,0.0,0.0
2023-08-13,AM Service Delivery (7 AM-9 AM),WP-AM,Sunday,23.0,8.0,0.0,0.0,73,0.1095890410958904,0.3150684931506849,0.0,0.0
2023-08-13,Night Service Delivery (9 PM onwards),CH-US,Sunday,21.0,2.0,0.0,0.0,73,0.0273972602739726,0.2876712328767123,0.0,0.0
2023-08-13,Night Service Delivery (9 PM onwards),EM-LP,Sunday,21.0,2.0,0.0,0.0,73,0.0273972602739726,0.2876712328767123,0.0,0.0
2023-08-13,Night Service Delivery (9 PM onwards),GT-US,Sunday,21.0,2.0,0.0,0.0,73,0.0273972602739726,0.2876712328767123,0.0,0.0
2023-08-13,Night Service Delivery (9 PM onwards),NMS,Sunday,21.0,2.0,0.0,0.0,73,0.0273972602739726,0.2876712328767123,0.0,0.0
2023-08-13,Night Service Delivery (9 PM onwards),RS-DP,Sunday,21.0,2.0,0.0,0.0,73,0.0273972602739726,0.2876712328767123,0.0,0.0
2023-08-13,Night Service Delivery (9 PM onwards),WP-AM,Sunday,21.0,2.0,0.0,0.0,73,0.0273972602739726,0.2876712328767123,0.0,0.0
2023-08-13,Operations Report,CH-US,Sunday,18.0,2.0,0.0,9.0,73,0.0273972602739726,0.2465753424657534,0.0,0.1232876712328767
2023-08-13,Operations Report,EM-LP,Sunday,18.0,2.0,0.0,9.0,73,0.0273972602739726,0.2465753424657534,0.0,0.1232876712328767
2023-08-13,Operations Report,GT-US,Sunday,18.0,2.0,0.0,9.0,73,0.0273972602739726,0.2465753424657534,0.0,0.1232876712328767
2023-08-13,Operations Report,NMS,Sunday,18.0,2.0,0.0,9.0,73,0.0273972602739726,0.2465753424657534,0.0,0.1232876712328767
2023-08-13,Operations Report,RS-DP,Sunday,18.0,2.0,0.0,9.0,73,0.0273972602739726,0.2465753424657534,0.0,0.1232876712328767
2023-08-13,Operations Report,WP-AM,Sunday,18.0,2.0,0.0,9.0,73,0.0273972602739726,0.2465753424657534,0.0,0.1232876712328767
2023-08-13,PM Service Delivery (3 PM-5 PM),CH-US,Sunday,23.0,0.0,0.0,0.0,73,0.0,0.3150684931506849,0.0,0.0
2023-08-13,PM Service Delivery (3 PM-5 PM),EM-LP,Sunday,23.0,0.0,0.0,0.0,73,0.0,0.3150684931506849,0.0,0.0
2023-08-13,PM Service Delivery (3 PM-5 PM),GT-US,Sunday,23.0,0.0,0.0,0.0,73,0.0,0.3150684931506849,0.0,0.0
2023-08-13,PM Service Delivery (3 PM-5 PM),NMS,Sunday,23.0,0.0,0.0,0.0,73,0.0,0.3150684931506849,0.0,0.0
2023-08-13,PM Service Delivery (3 PM-5 PM),RS-DP,Sunday,23.0,0.0,0.0,0.0,73,0.0,0.3150684931506849,0.0,0.0
2023-08-13,PM Service Delivery (3 PM-5 PM),WP-AM,Sunday,23.0,0.0,0.0,0.0,73,0.0,0.3150684931506849,0.0,0.0
2023-08-13,Pull-out AM (6 AM-7 AM),CH-US,Sunday,24.0,8.0,0.0,0.0,73,0.1095890410958904,0.3287671232876712,0.0,0.0
2023-08-13,Pull-out AM (6 AM-7 AM),EM-LP,Sunday,24.0,8.0,0.0,0.0,73,0.1095890410958904,0.3287671232876712,0.0,0.0
2023-08-13,Pull-out AM (6 AM-7 AM),GT-US,Sunday,24.0,8.0,0.0,0.0,73,0.1095890410958904,0.3287671232876712,0.0,0.0
2023-08-13,Pull-out AM (6 AM-7 AM),NMS,Sunday,24.0,8.0,0.0,0.0,73,0.1095890410958904,0.3287671232876712,0.0,0.0
2023-08-13,Pull-out AM (6 AM-7 AM),RS-DP,Sunday,24.0,8.0,0.0,0.0,73,0.1095890410958904,0.3287671232876712,0.0,0.0
2023-08-13,Pull-out AM (6 AM-7 AM),WP-AM,Sunday,24.0,8.0,0.0,0.0,73,0.1095890410958904,0.3287671232876712,0.0,0.0
2023-08-14,AM Service Delivery (7 AM-9 AM),CH-US,Monday-Thursday,23.0,0.0,0.0,0.0,73,0.0,0.3150684931506849,0.0,0.0
2023-08-14,AM Service Delivery (7 AM-9 AM),EM-LP,Monday-Thursday,23.0,0.0,0.0,0.0,73,0.0,0.3150684931506849,0.0,0.0
2023-08-14,AM Service Delivery (7 AM-9 AM),GT-US,Monday-Thursday,23.0,0.0,0.0,0.0,73,0.0,0.3150684931506849,0.0,0.0
2023-08-14,AM Service Delivery (7 AM-9 AM),NMS,Monday-Thursday,23.0,0.0,0.0,0.0,73,0.0,0.3150684931506849,0.0,0.0
2023-08-14,AM Service Delivery (7 AM-9 AM),RS-DP,Monday-Thursday,23.0,0.0,0.0,0.0,73,0.0,0.3150684931506849,0.0,0.0
2023-08-14,AM Service Delivery (7 AM-9 AM),WP-AM,Monday-Thursday,23.0,0.0,0.0,0.0,73,0.0,0.3150684931506849,0.0,0.0
2023-08-14,Night Service Delivery (9 PM onwards),CH-US,Monday-Thursday,22.0,0.0,0.0,0.0,73,0.0,0.3013698630136986,0.0,0.0
2023-08-14,Night Service Delivery (9 PM onwards),EM-LP,Monday-Thursday,22.0,0.0,0.0,0.0,73,0.0,0.3013698630136986,0.0,0.0
2023-08-14,Night Service Delivery (9 PM onwards),GT-US,Monday-Thursday,22.0,0.0,0.0,0.0,73,0.0,0.3013698630136986,0.0,0.0
2023-08-14,Night Service Delivery (9 PM onwards),NMS,Monday-Thursday,22.0,0.0,0.0,0.0,73,0.0,0.3013698630136986,0.0,0.0
2023-08-14,Night Service Delivery (9 PM onwards),RS-DP,Monday-Thursday,22.0,0.0,0.0,0.0,73,0.0,0.3013698630136986,0.0,0.0
2023-08-14,Night Service Delivery (9 PM onwards),WP-AM,Monday-Thursday,22.0,0.0,0.0,0.0,73,0.0,0.3013698630136986,0.0,0.0
2023-08-14,Operations Report,CH-US,Monday-Thursday,22.0,2.0,1.0,7.0,73,0.0273972602739726,0.3013698630136986,0.0136986301369863,0.0958904109589041
2023-08-14,Operations Report,EM-LP,Monday-Thursday,22.0,2.0,1.0,7.0,73,0.0273972602739726,0.3013698630136986,0.0136986301369863,0.0958904109589041
2023-08-14,Operations Report,GT-US,Monday-Thursday,22.0,2.0,1.0,7.0,73,0.0273972602739726,0.3013698630136986,0.0136986301369863,0.0958904109589041
2023-08-14,Operations Report,NMS,Monday-Thursday,22.0,2.0,1.0,7.0,73,0.0273972602739726,0.3013698630136986,0.0136986301369863,0.0958904109589041
2023-08-14,Operations Report,RS-DP,Monday-Thursday,22.0,2.0,1.0,7.0,73,0.0273972602739726,0.3013698630136986,0.0136986301369863,0.0958904109589041
2023-08-14,Operations Report,WP-AM,Monday-Thursday,22.0,2.0,1.0,7.0,73,0.0273972602739726,0.3013698630136986,0.0136986301369863,0.0958904109589041
2023-08-14,PM Service Delivery (3 PM-5 PM),CH-US,Monday-Thursday,20.0,0.0,0.0,0.0,73,0.0,0.273972602739726,0.0,0.0
2023-08-14,PM Service Delivery (3 PM-5 PM),EM-LP,Monday-Thursday,20.0,0.0,0.0,0.0,73,0.0,0.273972602739726,0.0,0.0
2023-08-14,PM Service Delivery (3 PM-5 PM),GT-US,Monday-Thursday,20.0,0.0,0.0,0.0,73,0.0,0.273972602739726,0.0,0.0
2023-08-14,PM Service Delivery (3 PM-5 PM),NMS,Monday-Thursday,20.0,0.0,0.0,0.0,73,0.0,0.273972602739726,0.0,0.0
2023-08-14,PM Service Delivery (3 PM-5 PM),RS-DP,Monday-Thursday,20.0,0.0,0.0,0.0,73,0.0,0.273972602739726,0.0,0.0
2023-08-14,PM Service Delivery (3 PM-5 PM),WP-AM,Monday-Thursday,20.0,0.0,0.0,0.0,73,0.0,0.273972602739726,0.0,0.0
2023-08-14,Pull-out AM (6 AM-7 AM),CH-US,Monday-Thursday,23.0,8.0,0.0,0.0,73,0.1095890410958904,0.3150684931506849,0.0,0.0
2023-08-14,Pull-out AM (6 AM-7 AM),EM-LP,Monday-Thursday,23.0,8.0,0.0,0.0,73,0.1095890410958904,0.3150684931506849,0.0,0.0
2023-08-14,Pull-out AM (6 AM-7 AM),GT-US,Monday-Thursday,23.0,8.0,0.0,0.0,73,0.1095890410958904,0.3150684931506849,0.0,0.0
2023-08-14,Pull-out AM (6 AM-7 AM),NMS,Monday-Thursday,23.0,8.0,0.0,0.0,73,0.1095890410958904,0.3150684931506849,0.0,0.0
2023-08-14,Pull-out AM (6 AM-7 AM),RS-DP,Monday-Thursday,23.0,8.0,0.0,0.0,73,0.1095890410958904,0.3150684931506849,0.0,0.0
2023-08-14,Pull-out AM (6 AM-7 AM),WP-AM,Monday-Thursday,23.0,8.0,0.0,0.0,73,0.1095890410958904,0.3150684931506849,0.0,0.0
2023-08-15,AM Service Delivery (7 AM-9 AM),CH-US,Monday-Thursday,28.0,0.0,0.0,0.0,73,0.0,0.3835616438356164,0.0,0.0
2023-08-15,AM Service Delivery (7 AM-9 AM),EM-LP,Monday-Thursday,28.0,0.0,0.0,0.0,73,0.0,0.3835616438356164,0.0,0.0
2023-08-15,AM Service Delivery (7 AM-9 AM),GT-US,Monday-Thursday,28.0,0.0,0.0,0.0,73,0.0,0.3835616438356164,0.0,0.0
2023-08-15,AM Service Delivery (7 AM-9 AM),NMS,Monday-Thursday,28.0,0.0,0.0,0.0,73,0.0,0.3835616438356164,0.0,0.0
2023-08-15,AM Service Delivery (7 AM-9 AM),RS-DP,Monday-Thursday,28.0,0.0,0.0,0.0,73,0.0,0.3835616438356164,0.0,0.0
2023-08-15,AM Service Delivery (7 AM-9 AM),WP-AM,Monday-Thursday,28.0,0.0,0.0,0.0,73,0.0,0.3835616438356164,0.0,0.0
2023-08-15,Operations Report,CH-US,Monday-Thursday,19.0,1.0,1.0,11.0,73,0.0136986301369863,0.2602739726027397,0.0136986301369863,0.1506849315068493
2023-08-15,Operations Report,EM-LP,Monday-Thursday,19.0,1.0,1.0,11.0,73,0.0136986301369863,0.2602739726027397,0.0136986301369863,0.1506849315068493
2023-08-15,Operations Report,GT-US,Monday-Thursday,19.0,1.0,1.0,11.0,73,0.0136986301369863,0.2602739726027397,0.0136986301369863,0.1506849315068493
2023-08-15,Operations Report,NMS,Monday-Thursday,19.0,1.0,1.0,11.0,73,0.0136986301369863,0.2602739726027397,0.0136986301369863,0.1506849315068493
2023-08-15,Operations Report,RS-DP,Monday-Thursday,19.0,1.0,1.0,11.0,73,0.0136986301369863,0.2602739726027397,0.0136986301369863,0.1506849315068493
2023-08-15,Operations Report,WP-AM,Monday-Thursday,19.0,1.0,1.0,11.0,73,0.0136986301369863,0.2602739726027397,0.0136986301369863,0.1506849315068493
2023-08-15,PM Service Delivery (3 PM-5 PM),CH-US,Monday-Thursday,29.0,0.0,0.0,0.0,73,0.0,0.3972602739726027,0.0,0.0
2023-08-15,PM Service Delivery (3 PM-5 PM),EM-LP,Monday-Thursday,29.0,0.0,0.0,0.0,73,0.0,0.3972602739726027,0.0,0.0
2023-08-15,PM Service Delivery (3 PM-5 PM),GT-US,Monday-Thursday,29.0,0.0,0.0,0.0,73,0.0,0.3972602739726027,0.0,0.0
2023-08-15,PM Service Delivery (3 PM-5 PM),NMS,Monday-Thursday,29.0,0.0,0.0,0.0,73,0.0,0.3972602739726027,0.0,0.0
2023-08-15,PM Service Delivery (3 PM-5 PM),RS-DP,Monday-Thursday,29.0,0.0,0.0,0.0,73,0.0,0.3972602739726027,0.0,0.0
2023-08-15,PM Service Delivery (3 PM-5 PM),WP-AM,Monday-Thursday,29.0,0.0,0.0,0.0,73,0.0,0.3972602739726027,0.0,0.0
2023-08-15,Pull-out AM (6 AM-7 AM),CH-US,Monday-Thursday,27.0,13.0,0.0,0.0,73,0.1780821917808219,0.3698630136986301,0.0,0.0
2023-08-15,Pull-out AM (6 AM-7 AM),EM-LP,Monday-Thursday,27.0,13.0,0.0,0.0,73,0.1780821917808219,0.3698630136986301,0.0,0.0
2023-08-15,Pull-out AM (6 AM-7 AM),GT-US,Monday-Thursday,27.0,13.0,0.0,0.0,73,0.1780821917808219,0.3698630136986301,0.0,0.0
2023-08-15,Pull-out AM (6 AM-7 AM),NMS,Monday-Thursday,27.0,13.0,0.0,0.0,73,0.1780821917808219,0.3698630136986301,0.0,0.0
2023-08-15,Pull-out AM (6 AM-7 AM),RS-DP,Monday-Thursday,27.0,13.0,0.0,0.0,73,0.1780821917808219,0.3698630136986301,0.0,0.0
2023-08-15,Pull-out AM (6 AM-7 AM),WP-AM,Monday-Thursday,27.0,13.0,0.0,0.0,73,0.1780821917808219,0.3698630136986301,0.0,0.0
2023-08-16,AM Service Delivery (7 AM-9 AM),CH-US,Monday-Thursday,25.0,0.0,0.0,0.0,73,0.0,0.3424657534246575,0.0,0.0
2023-08-16,AM Service Delivery (7 AM-9 AM),EM-LP,Monday-Thursday,25.0,0.0,0.0,0.0,73,0.0,0.3424657534246575,0.0,0.0
2023-08-16,AM Service Delivery (7 AM-9 AM),GT-US,Monday-Thursday,25.0,0.0,0.0,0.0,73,0.0,0.3424657534246575,0.0,0.0
2023-08-16,AM Service Delivery (7 AM-9 AM),NMS,Monday-Thursday,25.0,0.0,0.0,0.0,73,0.0,0.3424657534246575,0.0,0.0
2023-08-16,AM Service Delivery (7 AM-9 AM),RS-DP,Monday-Thursday,25.0,0.0,0.0,0.0,73,0.0,0.3424657534246575,0.0,0.0
2023-08-16,AM Service Delivery (7 AM-9 AM),WP-AM,Monday-Thursday,25.0,0.0,0.0,0.0,73,0.0,0.3424657534246575,0.0,0.0
2023-08-16,Operations Report,CH-US,Monday-Thursday,23.0,1.0,1.0,10.0,73,0.0136986301369863,0.3150684931506849,0.0136986301369863,0.136986301369863
2023-08-16,Operations Report,EM-LP,Monday-Thursday,23.0,1.0,1.0,10.0,73,0.0136986301369863,0.3150684931506849,0.0136986301369863,0.136986301369863
2023-08-16,Operations Report,GT-US,Monday-Thursday,23.0,1.0,1.0,10.0,73,0.0136986301369863,0.3150684931506849,0.0136986301369863,0.136986301369863
2023-08-16,Operations Report,NMS,Monday-Thursday,23.0,1.0,1.0,10.0,73,0.0136986301369863,0.3150684931506849,0.0136986301369863,0.136986301369863
2023-08-16,Operations Report,RS-DP,Monday-Thursday,23.0,1.0,1.0,10.0,73,0.0136986301369863,0.3150684931506849,0.0136986301369863,0.136986301369863
2023-08-16,Operations Report,WP-AM,Monday-Thursday,23.0,1.0,1.0,10.0,73,0.0136986301369863,0.3150684931506849,0.0136986301369863,0.136986301369863
2023-08-16,PM Service Delivery (3 PM-5 PM),CH-US,Monday-Thursday,22.0,0.0,0.0,0.0,73,0.0,0.3013698630136986,0.0,0.0
2023-08-16,PM Service Delivery (3 PM-5 PM),EM-LP,Monday-Thursday,22.0,0.0,0.0,0.0,73,0.0,0.3013698630136986,0.0,0.0
2023-08-16,PM Service Delivery (3 PM-5 PM),GT-US,Monday-Thursday,22.0,0.0,0.0,0.0,73,0.0,0.3013698630136986,0.0,0.0
2023-08-16,PM Service Delivery (3 PM-5 PM),NMS,Monday-Thursday,22.0,0.0,0.0,0.0,73,0.0,0.3013698630136986,0.0,0.0
2023-08-16,PM Service Delivery (3 PM-5 PM),RS-DP,Monday-Thursday,22.0,0.0,0.0,0.0,73,0.0,0.3013698630136986,0.0,0.0
2023-08-16,PM Service Delivery (3 PM-5 PM),WP-AM,Monday-Thursday,22.0,0.0,0.0,0.0,73,0.0,0.3013698630136986,0.0,0.0
2023-08-16,Pull-out AM (6 AM-7 AM),CH-US,Monday-Thursday,25.0,9.0,0.0,0.0,73,0.1232876712328767,0.3424657534246575,0.0,0.0
2023-08-16,Pull-out AM (6 AM-7 AM),EM-LP,Monday-Thursday,25.0,9.0,0.0,0.0,73,0.1232876712328767,0.3424657534246575,0.0,0.0
2023-08-16,Pull-out AM (6 AM-7 AM),GT-US,Monday-Thursday,25.0,9.0,0.0,0.0,73,0.1232876712328767,0.3424657534246575,0.0,0.0
2023-08-16,Pull-out AM (6 AM-7 AM),NMS,Monday-Thursday,25.0,9.0,0.0,0.0,73,0.1232876712328767,0.3424657534246575,0.0,0.0
